FileName,Station,Session,Date,Time,DateReadable,filename_new,Species,Number_animals,Favorite (y/n),Comments
MFDC3176.JPG,22_ZAL,Session_1,1/15/2021,12:45:24,TRUE,Session_1__2021-01-15__12-45-24(1).JPG,NA,0,n,
MFDC3177.JPG,22_ZAL,Session_1,1/15/2021,12:45:26,TRUE,Session_1__2021-01-15__12-45-26(2).JPG,NA,0,n,
MFDC3178.JPG,22_ZAL,Session_1,1/15/2021,12:45:27,TRUE,Session_1__2021-01-15__12-45-27(3).JPG,NA,0,n,
MFDC3183.JPG,22_ZAL,Session_1,1/15/2021,23:26:49,TRUE,Session_1__2021-01-15__23-26-49(1).JPG,Odocoileus_virginianus,1,n,
MFDC3184.JPG,22_ZAL,Session_1,1/15/2021,23:26:52,TRUE,Session_1__2021-01-15__23-26-52(2).JPG,Odocoileus_virginianus,1,n,
MFDC3185.JPG,22_ZAL,Session_1,1/15/2021,23:26:53,TRUE,Session_1__2021-01-15__23-26-53(3).JPG,Odocoileus_virginianus,1,n,
MFDC3186.JPG,22_ZAL,Session_1,1/15/2021,23:27:23,TRUE,Session_1__2021-01-15__23-27-23(1).JPG,Odocoileus_virginianus,1,n,
MFDC3187.JPG,22_ZAL,Session_1,1/15/2021,23:27:25,TRUE,Session_1__2021-01-15__23-27-25(2).JPG,Odocoileus_virginianus,1,n,
MFDC3188.JPG,22_ZAL,Session_1,1/15/2021,23:27:28,TRUE,Session_1__2021-01-15__23-27-28(3).JPG,Odocoileus_virginianus,1,n,
MFDC3190.JPG,22_ZAL,Session_1,1/15/2021,23:28:13,TRUE,Session_1__2021-01-15__23-28-13(1).JPG,Odocoileus_virginianus,1,n,
MFDC3191.JPG,22_ZAL,Session_1,1/15/2021,23:28:15,TRUE,Session_1__2021-01-15__23-28-15(2).JPG,Odocoileus_virginianus,1,n,
MFDC3192.JPG,22_ZAL,Session_1,1/15/2021,23:28:50,TRUE,Session_1__2021-01-15__23-28-50(3).JPG,Odocoileus_virginianus,1,n,
MFDC3193.JPG,22_ZAL,Session_1,1/15/2021,23:31:05,TRUE,Session_1__2021-01-15__23-31-05(1).JPG,Odocoileus_virginianus,1,n,
MFDC3194.JPG,22_ZAL,Session_1,1/15/2021,23:31:07,TRUE,Session_1__2021-01-15__23-31-07(2).JPG,Odocoileus_virginianus,1,n,
MFDC3196.JPG,22_ZAL,Session_1,1/15/2021,23:31:39,TRUE,Session_1__2021-01-15__23-31-39(3).JPG,Odocoileus_virginianus,1,n,
MFDC3197.JPG,22_ZAL,Session_1,1/15/2021,23:31:41,TRUE,Session_1__2021-01-15__23-31-41(4).JPG,Odocoileus_virginianus,1,n,
MFDC3198.JPG,22_ZAL,Session_1,1/15/2021,23:31:44,TRUE,Session_1__2021-01-15__23-31-44(5).JPG,Odocoileus_virginianus,1,n,
MFDC3199.JPG,22_ZAL,Session_1,1/15/2021,23:32:13,TRUE,Session_1__2021-01-15__23-32-13(1).JPG,Odocoileus_virginianus,1,n,
