FileName,Station,Session,Date,Time,DateReadable,filename_new,Species,Number_animals,Favorite (y/n),Notes
MFDC2953.JPG,4_AEP,Session_1,1/14/2021,8:49:55,TRUE,Session_1__2021-01-14__08-49-55(1).JPG,Sciurus_sp,1,n,
MFDC2954.JPG,4_AEP,Session_1,1/14/2021,9:23:06,TRUE,Session_1__2021-01-14__09-23-06(1).JPG,Sciurus_sp,1,n,
MFDC2955.JPG,4_AEP,Session_1,1/14/2021,20:01:01,TRUE,Session_1__2021-01-14__20-01-01(1).JPG,Felis_catus,1,n,?
MFDC2956.JPG,4_AEP,Session_1,1/14/2021,20:01:37,TRUE,Session_1__2021-01-14__20-01-37(2).JPG,Felis_catus,1,n,?
MFDC2957.JPG,4_AEP,Session_1,1/14/2021,20:51:53,TRUE,Session_1__2021-01-14__20-51-53(1).JPG,Didelphis_virginiana,1,n,
MFDC2958.JPG,4_AEP,Session_1,1/14/2021,20:52:49,TRUE,Session_1__2021-01-14__20-52-49(1).JPG,Didelphis_virginiana,1,n,
MFDC2960.JPG,4_AEP,Session_1,1/17/2021,11:17:25,TRUE,Session_1__2021-01-17__11-17-25(1).JPG,Odocoileus_virginianus,1,n,
MFDC2961.JPG,4_AEP,Session_1,1/17/2021,11:17:27,TRUE,Session_1__2021-01-17__11-17-27(2).JPG,Odocoileus_virginianus,1,y,leg growth
MFDC2962.JPG,4_AEP,Session_1,1/17/2021,11:17:30,TRUE,Session_1__2021-01-17__11-17-30(3).JPG,Odocoileus_virginianus,1,n,
MFDC2963.JPG,4_AEP,Session_1,1/17/2021,11:17:59,TRUE,Session_1__2021-01-17__11-17-59(4).JPG,Odocoileus_virginianus,1,y,
MFDC2964.JPG,4_AEP,Session_1,1/17/2021,11:18:03,TRUE,Session_1__2021-01-17__11-18-03(1).JPG,Odocoileus_virginianus,1,n,
MFDC2965.JPG,4_AEP,Session_1,1/17/2021,11:18:03,TRUE,Session_1__2021-01-17__11-18-03(2).JPG,Odocoileus_virginianus,1,y,
MFDC2966.JPG,4_AEP,Session_1,1/17/2021,11:18:32,TRUE,Session_1__2021-01-17__11-18-32(3).JPG,Odocoileus_virginianus,1,n,
MFDC2967.JPG,4_AEP,Session_1,1/17/2021,11:18:35,TRUE,Session_1__2021-01-17__11-18-35(4).JPG,Odocoileus_virginianus,2,n,
MFDC2968.JPG,4_AEP,Session_1,1/17/2021,11:18:36,TRUE,Session_1__2021-01-17__11-18-36(5).JPG,Odocoileus_virginianus,2,n,
MFDC2969.JPG,4_AEP,Session_1,1/17/2021,11:19:05,TRUE,Session_1__2021-01-17__11-19-05(1).JPG,Odocoileus_virginianus,2,n,
MFDC2970.JPG,4_AEP,Session_1,1/17/2021,11:19:08,TRUE,Session_1__2021-01-17__11-19-08(2).JPG,Odocoileus_virginianus,2,n,
MFDC2971.JPG,4_AEP,Session_1,1/17/2021,11:19:09,TRUE,Session_1__2021-01-17__11-19-09(3).JPG,Odocoileus_virginianus,2,n,
MFDC2972.JPG,4_AEP,Session_1,1/17/2021,11:19:38,TRUE,Session_1__2021-01-17__11-19-38(4).JPG,Odocoileus_virginianus,1,n,
MFDC2973.JPG,4_AEP,Session_1,1/17/2021,11:20:09,TRUE,Session_1__2021-01-17__11-20-09(1).JPG,Odocoileus_virginianus,2,n,
MFDC2974.JPG,4_AEP,Session_1,1/17/2021,11:21:09,TRUE,Session_1__2021-01-17__11-21-09(1).JPG,Odocoileus_virginianus,1,n,
MFDC2975.JPG,4_AEP,Session_1,1/17/2021,16:56:51,TRUE,Session_1__2021-01-17__16-56-51(1).JPG,Odocoileus_virginianus,1,n,
MFDC2976.JPG,4_AEP,Session_1,1/17/2021,16:57:55,TRUE,Session_1__2021-01-17__16-57-55(1).JPG,Odocoileus_virginianus,2,n,
MFDC2977.JPG,4_AEP,Session_1,1/17/2021,19:09:24,TRUE,Session_1__2021-01-17__19-09-24(1).JPG,Unid,1,n,
MFDC2978.JPG,4_AEP,Session_1,1/20/2021,20:29:13,TRUE,Session_1__2021-01-20__20-29-13(1).JPG,Procyon_lotor,1,n,
MFDC2980.JPG,4_AEP,Session_1,1/21/2021,8:51:18,TRUE,Session_1__2021-01-21__08-51-18(1).JPG,Odocoileus_virginianus,1,n,
MFDC2981.JPG,4_AEP,Session_1,1/21/2021,8:51:20,TRUE,Session_1__2021-01-21__08-51-20(2).JPG,Odocoileus_virginianus,1,n,
MFDC2982.JPG,4_AEP,Session_1,1/21/2021,8:51:21,TRUE,Session_1__2021-01-21__08-51-21(3).JPG,Odocoileus_virginianus,1,n,
MFDC2983.JPG,4_AEP,Session_1,1/21/2021,8:52:10,TRUE,Session_1__2021-01-21__08-52-10(1).JPG,Odocoileus_virginianus,1,n,
