FileName,Station,Session,Date,Time,DateReadable,filename_new,Species,Number_animals,Favorite (y/n),Comments
MFDC4389.JPG,32_ZAL,Session_1,1/15/2021,9:21:57,TRUE,Session_1__2021-01-15__09-21-57(1).JPG,NA,0,n,
MFDC4390.JPG,32_ZAL,Session_1,1/15/2021,9:22:00,TRUE,Session_1__2021-01-15__09-22-00(1).JPG,Homo_sapiens,1,n,
MFDC4391.JPG,32_ZAL,Session_1,1/15/2021,9:22:01,TRUE,Session_1__2021-01-15__09-22-01(2).JPG,Homo_sapiens,1,n,
MFDC4392.JPG,32_ZAL,Session_1,1/15/2021,9:22:31,TRUE,Session_1__2021-01-15__09-22-31(3).JPG,Homo_sapiens,2,n,
MFDC4393.JPG,32_ZAL,Session_1,1/15/2021,9:23:02,TRUE,Session_1__2021-01-15__09-23-02(1).JPG,Homo_sapiens,1,n,
MFDC4394.JPG,32_ZAL,Session_1,1/15/2021,20:52:08,TRUE,Session_1__2021-01-15__20-52-08(1).JPG,NA,0,n,
MFDC4395.JPG,32_ZAL,Session_1,1/16/2021,2:50:19,TRUE,Session_1__2021-01-16__02-50-19(1).JPG,Unid,1,n,
MFDC4396.JPG,32_ZAL,Session_1,1/16/2021,2:50:59,TRUE,Session_1__2021-01-16__02-50-59(2).JPG,Unid,1,n,
MFDC4397.JPG,32_ZAL,Session_1,1/17/2021,17:17:42,TRUE,Session_1__2021-01-17__17-17-42(1).JPG,NA,0,n,
MFDC4398.JPG,32_ZAL,Session_1,1/19/2021,10:35:55,TRUE,Session_1__2021-01-19__10-35-55(1).JPG,NA,0,n,
MFDC4399.JPG,32_ZAL,Session_1,1/21/2021,7:56:37,TRUE,Session_1__2021-01-21__07-56-37(1).JPG,Sciurus_sp,1,n,
MFDC4400.JPG,32_ZAL,Session_1,1/21/2021,15:24:32,TRUE,Session_1__2021-01-21__15-24-32(1).JPG,NA,0,n,
MFDC4401.JPG,32_ZAL,Session_1,1/21/2021,17:10:28,TRUE,Session_1__2021-01-21__17-10-28(1).JPG,NA,0,n,
MFDC4402.JPG,32_ZAL,Session_1,1/21/2021,17:11:20,TRUE,Session_1__2021-01-21__17-11-20(1).JPG,NA,0,n,
MFDC4403.JPG,32_ZAL,Session_1,1/21/2021,17:17:59,TRUE,Session_1__2021-01-21__17-17-59(1).JPG,NA,0,n,
MFDC4404.JPG,32_ZAL,Session_1,1/22/2021,2:19:03,TRUE,Session_1__2021-01-22__02-19-03(1).JPG,NA,0,n,
MFDC4405.JPG,32_ZAL,Session_1,1/22/2021,3:40:27,TRUE,Session_1__2021-01-22__03-40-27(1).JPG,NA,0,n,
MFDC4406.JPG,32_ZAL,Session_1,1/22/2021,7:33:44,TRUE,Session_1__2021-01-22__07-33-44(1).JPG,NA,0,n,
MFDC4407.JPG,32_ZAL,Session_1,1/22/2021,7:34:18,TRUE,Session_1__2021-01-22__07-34-18(1).JPG,Odocoileus_virginianus,1,n,
